episode,reward,avg_loss,avg_qmax,epsilon
64,-751.4176,917.4735,0.2324,0.7219
65,-14.6407,0.0000,0.0000,0.7183
66,-1458.5177,3401.2502,0.0990,0.7147
67,-3.5710,0.0000,0.0000,0.7112
68,102.0592,4950.1535,0.0450,0.7076
69,-27.6562,0.0000,0.0000,0.7041
70,90.4727,36.7233,0.0520,0.7005
71,-18.8135,0.0000,0.0000,0.6970
72,-1414.4423,50.9970,0.0283,0.6936
73,-3.7861,0.0000,0.0000,0.6901
74,114.0942,24.1844,0.0918,0.6866
75,-10.4069,0.0000,0.0000,0.6832
76,348.0444,32.9149,0.1799,0.6798
77,-7.3381,0.0000,0.0000,0.6764
78,-453.6962,1637.8595,0.1158,0.6730
79,-5.9237,0.0000,0.0000,0.6696
80,-1639.2921,1403.9695,0.1537,0.6663
81,-6.2945,0.0000,0.0000,0.6630
82,-894.7171,179.8665,0.1166,0.6597
83,-20.2494,0.0000,0.0000,0.6564
84,-678.0362,5633.8792,0.0321,0.6531
85,-16.5412,0.0000,0.0000,0.6498
86,-1210.5398,7588.4789,0.1676,0.6466
87,-8.0466,0.0000,0.0000,0.6433
88,-1660.7302,1540.7477,0.0081,0.6401
89,-9.7770,0.0000,0.0000,0.6369
90,-681.2963,413.4079,0.0954,0.6337
91,-10.6212,0.0000,0.0000,0.6306
92,-1067.2128,43.6695,0.0996,0.6274
93,-11.2738,0.0000,0.0000,0.6243
94,-175.7176,87.7737,0.0479,0.6211
95,0.0000,0.0000,0.0000,0.6180
96,630.2542,7560.8338,0.2136,0.6149
97,-9.2620,0.0000,0.0000,0.6119
98,-869.4955,5975.5780,0.2976,0.6088
99,0.0000,0.0000,0.0000,0.6058
100,-239.2862,343.3087,0.4855,0.6027
101,0.0000,0.0000,0.4211,0.5997
102,210.8070,62.1929,0.3412,0.5967
103,0.0000,0.0000,0.0000,0.5937
104,-345.0989,50.1936,0.2829,0.5908
105,0.0000,0.0000,0.0000,0.5878
106,-175.0416,4308.1530,0.3068,0.5849
107,0.0000,0.0000,0.0000,0.5820
108,-1303.2968,70.4013,0.5312,0.5790
109,-13.2374,0.0000,0.0000,0.5762
110,-231.3891,3537.4627,0.6603,0.5733
111,0.0000,0.0000,0.0000,0.5704
112,-972.5264,1550.1693,0.5134,0.5676
113,-20.7255,0.0000,0.0000,0.5647
114,281.1167,6976.8370,0.1235,0.5619
115,-11.6549,0.0000,0.0000,0.5591
116,-67.9495,1505.1353,0.0765,0.5563
117,-9.2778,0.0000,0.0000,0.5535
118,-37.4314,3055.8905,0.0664,0.5507
119,-8.8073,0.0000,0.0000,0.5480
120,142.3773,1000.5756,0.0566,0.5452
121,-4.0075,0.0000,0.0000,0.5425
122,-445.6534,13035.2579,0.2479,0.5398
123,-10.1051,0.0000,0.0000,0.5371
124,-1006.5520,114.9338,0.2729,0.5344
125,-5.7348,0.0000,0.0000,0.5318
126,-125.8866,6681.4067,0.3717,0.5291
127,-4.0236,0.0000,0.0000,0.5264
128,-1054.0759,4457.5788,0.4709,0.5238
129,-12.5758,0.0000,0.0000,0.5212
130,159.6994,3268.4877,0.3961,0.5186
131,-8.1689,0.0000,0.0000,0.5160
132,-39.2762,38.9709,0.6682,0.5134
133,0.0000,0.0000,0.0000,0.5108
134,-1038.1394,2279.5993,0.7654,0.5083
135,-15.1010,0.0000,0.0000,0.5058
136,-1149.2412,9469.9232,1.1184,0.5032
137,-19.9332,0.0000,0.0000,0.5007
138,-140.9412,60.0745,0.2582,0.4982
139,-1.2825,0.0000,0.0000,0.4957
140,-51.3354,96.6569,0.1887,0.4932
141,0.0000,0.0000,0.0000,0.4908
142,-347.0164,78.1456,0.1367,0.4883
143,-11.5797,0.0000,0.0000,0.4859
144,-1064.6317,2050.4622,0.3139,0.4834
145,-20.8362,0.0000,0.0000,0.4810
146,-1129.9154,75.3485,0.2143,0.4786
147,-3.2308,0.0000,0.0000,0.4762
148,-20.2965,61.9781,0.2448,0.4738
149,-7.4175,0.0000,0.0000,0.4715
150,-1039.3987,2951.1725,0.3837,0.4691
151,-9.6571,0.0000,0.0000,0.4668
152,96.2174,1403.0334,0.4939,0.4644
153,-14.5696,0.0000,0.0000,0.4621
154,223.4720,13151.6831,0.3504,0.4598
155,-23.5821,0.0000,0.0000,0.4575
156,-708.2866,59.3273,0.7641,0.4552
157,-9.7018,0.0000,0.0000,0.4529
158,-977.5977,61.7440,0.3480,0.4507
159,-6.9127,0.0000,0.0000,0.4484
160,-973.6818,63.4896,1.0965,0.4462
161,-5.0723,0.0000,0.0000,0.4440
162,-285.1152,81.0625,0.7235,0.4417
163,-39.2803,0.0000,0.0000,0.4395
164,-1140.4906,528.4054,0.6132,0.4373
165,-7.6127,0.0000,0.0000,0.4351
166,441.7772,82.8566,0.2254,0.4330
167,-7.7182,0.0000,0.0000,0.4308
168,-1349.1120,72.2072,0.0947,0.4286
169,-11.8221,0.0000,0.0000,0.4265
170,-663.2588,39.4656,1.1101,0.4244
171,-7.6968,0.0000,0.0000,0.4223
172,-618.9523,54.1440,0.1737,0.4201
173,-2.8450,0.0000,0.0000,0.4180
174,-1141.9728,105.1908,0.2373,0.4159
175,-11.5109,0.0000,0.0000,0.4139
176,-184.3532,1357.8140,0.3913,0.4118
177,-6.0977,0.0000,0.0000,0.4097
178,419.1355,1286.8433,0.0653,0.4077
179,-8.7243,0.0000,0.0000,0.4057
180,94.1397,92.3306,0.6408,0.4036
181,-5.4083,0.0000,0.0000,0.4016
182,-1537.3559,2577.3094,0.8898,0.3996
183,-16.4681,0.0000,0.0000,0.3976
184,380.0096,90.5341,1.1478,0.3956
185,-4.2001,0.0000,0.0000,0.3936
186,-1131.5011,4928.2138,2.0045,0.3917
187,-12.0010,0.0000,0.0000,0.3897
188,-148.9223,9426.0132,0.3077,0.3878
189,0.0000,0.0000,0.0000,0.3858
190,-530.1837,18410.6826,0.5423,0.3839
191,-6.1857,0.0000,0.0000,0.3820
192,-30.6552,1434.3033,0.3125,0.3801
193,0.0000,0.0000,0.0000,0.3782
194,-483.9692,1278.6763,0.1584,0.3763
195,-14.2462,0.0000,0.0000,0.3744
196,-332.8100,6701.8749,0.5948,0.3725
197,-11.3698,0.0000,0.0000,0.3707
198,-828.0602,7367.5239,0.1388,0.3688
199,0.0000,0.0000,0.0000,0.3670
200,85.7715,84.3944,0.0757,0.3651
201,-19.1120,0.0000,0.0000,0.3633
202,-1230.1361,79.4058,0.5520,0.3615
203,-1.4786,0.0000,0.0000,0.3597
204,394.5063,9469.4653,0.2770,0.3579
205,-20.7470,0.0000,0.0000,0.3561
206,90.2797,2045.1074,0.4486,0.3543
207,-9.7105,0.0000,0.0000,0.3525
208,547.6291,6184.5571,1.5266,0.3508
209,-6.3485,0.0000,0.0000,0.3490
210,-714.5852,3123.1039,0.7668,0.3473
211,-31.0746,0.0000,0.0000,0.3455
212,-873.7784,11887.9290,2.2024,0.3438
213,-5.6489,0.0000,0.0000,0.3421
214,-1018.1348,56.0826,2.0944,0.3404
215,-2.9025,0.0000,0.0000,0.3387
216,376.6026,73.6770,0.0984,0.3370
217,-0.1311,111.6998,0.0000,0.3353
218,-1216.6032,1408.4629,0.2727,0.3336
219,-10.2735,0.0000,0.0000,0.3320
220,98.8976,69.1021,0.3327,0.3303
221,-6.7362,0.0000,0.0000,0.3286
222,-9.0820,9497.0598,0.1533,0.3270
223,-11.8190,0.0000,0.0000,0.3254
224,-656.7520,76.7983,0.1898,0.3237
225,-5.4534,0.0000,0.0000,0.3221
226,422.8696,6336.3789,0.7219,0.3205
227,0.0000,0.0000,0.0000,0.3189
228,-1787.1978,54.7345,0.2092,0.3173
229,-9.3385,0.0000,0.0000,0.3157
230,-200.1035,2416.0339,0.7202,0.3141
231,-0.5428,0.0000,0.0000,0.3126
232,-822.5168,305.9698,1.7378,0.3110
233,-8.8750,0.0000,0.0000,0.3095
234,24.6726,8450.9082,0.1726,0.3079
235,-10.5357,0.0000,0.0000,0.3064
236,71.6045,7059.4170,0.4951,0.3048
237,-10.4399,0.0000,0.0000,0.3033
238,2.6449,532.2369,0.5586,0.3018
239,-0.5458,0.0000,0.0000,0.3003
240,-382.1091,65.9222,1.8712,0.2988
241,-8.0431,0.0000,0.0000,0.2973
242,-1252.3963,12037.9961,2.2235,0.2958
243,-9.4354,0.0000,0.0000,0.2943
244,-421.6878,4831.6633,0.3222,0.2929
245,-20.8522,0.0000,0.0000,0.2914
246,-865.3900,10207.7509,3.5195,0.2899
247,0.0000,0.0000,0.0000,0.2885
248,-803.0325,80.1791,4.7197,0.2870
249,-4.8824,0.0000,0.0000,0.2856
250,-782.1133,2814.8379,2.6472,0.2842
251,-6.9547,0.0000,0.0000,0.2828
252,431.9998,359.1290,0.2663,0.2813
253,-4.1091,0.0000,0.0000,0.2799
254,288.1949,1350.4383,2.4614,0.2785
255,-11.1408,0.0000,0.0000,0.2771
256,162.4819,12241.9072,0.4104,0.2758
257,-3.7213,0.0000,0.0000,0.2744
258,-400.4051,9190.2214,3.2046,0.2730
259,-5.0675,0.0000,0.0000,0.2716
260,-321.8627,107.1112,0.1918,0.2703
261,-9.0693,0.0000,0.0000,0.2689
262,-494.0543,49.0954,2.0600,0.2676
263,-11.1116,0.0000,0.0000,0.2663
264,-287.6741,4793.6463,1.0763,0.2649
265,-10.7121,0.0000,0.0000,0.2636
266,-1228.0923,55.6639,0.9759,0.2623
267,-10.4061,0.0000,0.0000,0.2610
268,-789.3610,1146.3795,0.9266,0.2597
269,-2.3839,0.0000,0.0000,0.2584
270,417.0456,4546.1750,3.2105,0.2571
271,-8.4475,0.0000,0.0000,0.2558
272,-129.9009,74.6965,1.0789,0.2545
273,-7.7890,0.0000,0.0000,0.2532
274,-228.5741,3950.2870,0.9819,0.2520
275,-8.4707,0.0000,0.0000,0.2507
276,-684.9669,106.4698,1.7188,0.2495
277,-5.8765,0.0000,0.0000,0.2482
278,-150.7914,76.1122,1.5915,0.2470
279,-9.9367,0.0000,0.0000,0.2457
280,-920.9422,76.8763,3.7737,0.2445
281,-3.2007,0.0000,0.0000,0.2433
282,-1137.1198,79.4672,1.0339,0.2421
283,-9.7172,0.0000,0.0000,0.2409
284,-1251.7278,73.1224,2.5086,0.2397
285,0.0000,0.0000,0.0000,0.2385
286,-62.4927,925.7663,0.8175,0.2373
287,-7.1023,0.0000,0.0000,0.2361
288,-1116.1853,103.6207,1.8561,0.2349
289,0.0000,0.0000,0.0000,0.2337
290,-818.3464,2256.4818,5.0588,0.2326
291,-9.1109,0.0000,0.0000,0.2314
292,-107.1858,129.6112,0.9918,0.2302
293,-9.8450,0.0000,0.0000,0.2291
294,87.6167,4870.3911,1.1009,0.2279
295,0.0000,0.0000,0.0000,0.2268
296,-1058.7897,1451.4306,5.5216,0.2257
297,-8.3508,0.0000,0.0000,0.2245
298,-285.2557,68.5851,3.4695,0.2234
299,-8.4313,0.0000,0.0000,0.2223
300,-417.6531,81.0661,2.9811,0.2212
301,-8.7158,0.0000,0.0000,0.2201
302,-456.8188,69.2568,2.7662,0.2190
303,-7.8128,0.0000,0.0000,0.2179
304,-838.0778,124.0820,5.6464,0.2168
305,-7.5061,0.0000,0.0000,0.2157
306,38.7865,4297.0910,1.4867,0.2146
307,-10.2937,0.0000,0.0000,0.2136
308,-453.5454,4986.5712,3.1611,0.2125
309,-10.3892,0.0000,0.0000,0.2114
310,-535.6445,437.3751,4.1785,0.2104
311,-6.6444,0.0000,0.0000,0.2093
312,-1124.1359,11926.7993,5.8913,0.2083
313,-7.5559,0.0000,0.0000,0.2072
314,-821.8765,11800.8400,15.9225,0.2062
315,-31.7288,64.7609,0.0000,0.2052
316,26.0728,77.4945,1.1256,0.2041
317,0.0000,0.0000,0.0000,0.2031
318,-125.0048,6385.9829,1.7880,0.2021
319,-10.4137,0.0000,0.0000,0.2011
320,607.9707,1829.9740,3.0762,0.2001
321,-6.2745,0.0000,0.0000,0.1991
322,-462.1126,58.2132,5.1963,0.1981
323,-3.0069,0.0000,0.0000,0.1971
324,251.9407,14672.2109,6.3019,0.1961
325,-7.0211,0.0000,0.0000,0.1951
326,916.1596,4136.1620,7.2070,0.1942
327,-15.2982,0.0000,1.2228,0.1932
328,-1065.6357,1891.4130,3.4438,0.1922
329,0.0000,0.0000,5.0538,0.1913
330,503.4504,59.9441,10.0988,0.1903
331,-19.9224,0.0000,0.0000,0.1893
332,-132.4046,16171.9893,2.1417,0.1884
333,-10.9664,0.0000,0.0000,0.1875
334,-824.3554,13507.4861,11.5071,0.1865
335,-11.9398,0.0000,0.0000,0.1856
336,556.9536,94.4184,6.7482,0.1847
337,0.0000,0.0000,0.0000,0.1837
338,-1627.5913,2736.6845,3.8706,0.1828
339,-10.7196,0.0000,0.0000,0.1819
340,88.3044,56.7514,3.2976,0.1810
341,-31.1349,0.0000,0.0000,0.1801
342,-801.1189,3380.1784,13.7413,0.1792
343,-9.8852,0.0000,0.0000,0.1783
344,-1099.6525,10748.6360,2.1445,0.1774
345,-7.4977,0.0000,0.0000,0.1765
346,-533.3337,45.9874,7.7622,0.1756
347,-7.3706,0.0000,0.0000,0.1748
348,-856.2531,1259.9309,16.4563,0.1739
349,-6.1342,0.0000,0.0000,0.1730
350,-18.0503,109.6706,1.4509,0.1721
351,0.0000,0.0000,0.0000,0.1713
352,311.8338,121.6137,7.9320,0.1704
353,0.0492,0.0000,0.0000,0.1696
354,829.6746,10343.8267,13.9368,0.1687
355,-7.5344,0.0000,0.0000,0.1679
356,590.2358,7790.6917,10.8741,0.1670
357,-2.3521,0.0000,0.0000,0.1662
358,336.2091,6645.1211,10.2162,0.1654
359,-3.1029,134.1418,6.9810,0.1646
360,250.2008,7639.0205,11.7662,0.1637
361,0.0000,0.0000,0.0000,0.1629
362,-54.6457,102.3514,3.5342,0.1621
363,-6.4695,0.0000,0.0000,0.1613
364,694.4381,5225.6572,7.5478,0.1605
365,0.0000,0.0000,0.0000,0.1597
366,-256.4138,4933.1237,6.0634,0.1589
367,-6.6166,0.0000,0.0000,0.1581
368,-865.3756,1194.0262,13.4540,0.1573
369,-5.9712,0.0000,0.0000,0.1565
370,-787.3226,110.3776,17.6244,0.1557
371,-6.1688,0.0000,0.0000,0.1549
372,-990.2582,3822.6087,16.2087,0.1542
373,-6.9182,0.0000,0.0000,0.1534
374,170.4461,5276.7064,17.2878,0.1526
375,-0.6217,0.0000,0.0000,0.1519
376,109.1088,3722.1648,4.7535,0.1511
377,-4.2549,0.0000,0.0000,0.1504
378,-1265.3739,37.9200,6.7695,0.1496
379,-10.0658,0.0000,0.0000,0.1489
380,-35.5866,3408.6373,1.2115,0.1481
381,-8.0932,0.0000,0.0000,0.1474
382,-231.4623,52.3764,27.9955,0.1466
383,-5.7142,0.0000,0.0000,0.1459
384,-1352.5620,2463.2879,4.0809,0.1452
385,-7.0996,0.0000,0.0000,0.1444
386,-867.9128,52.6390,11.4870,0.1437
387,-8.8621,0.0000,0.0000,0.1430
388,-780.8845,2051.0980,18.7396,0.1423
389,-11.1162,0.0000,0.0000,0.1416
390,-960.6511,86.7916,12.9854,0.1409
391,-26.9200,0.0000,0.0000,0.1402
392,-1201.8442,74.3007,14.7948,0.1395
393,-6.4967,0.0000,0.0000,0.1388
394,-614.4104,2493.7755,10.4798,0.1381
395,-39.4358,0.0000,0.0000,0.1374
396,-317.4481,91.2414,2.3881,0.1367
397,-5.6719,0.0000,0.0000,0.1360
398,564.6245,2393.7556,11.8329,0.1353
399,-2.5111,0.0000,5.8529,0.1347
400,-782.5106,2972.3781,15.9184,0.1340
401,-4.8075,0.0000,0.0000,0.1333
402,-811.7401,5784.4955,5.0017,0.1326
403,-14.1497,0.0000,0.0000,0.1320
404,-754.2267,2821.4128,4.6918,0.1313
405,-4.0382,0.0000,0.0000,0.1307
406,-544.0662,4938.7880,5.1937,0.1300
407,0.0000,0.0000,0.0000,0.1294
408,-591.6127,4592.9640,25.1361,0.1287
409,-10.5331,0.0000,0.0000,0.1281
