0,714.7025,0.1446,0.0000,0.9950
1,0.1686,0.0000,0.0000,0.9900
2,-142.9378,915.7740,0.0290,0.9851
3,-0.0758,0.0000,0.0000,0.9801
4,-694.2909,69.2866,0.1342,0.9752
5,-0.6773,0.0000,0.0000,0.9704
6,-41.1327,1732.5037,0.0962,0.9655
7,0.1474,0.0000,0.0000,0.9607
8,191.4066,63.6869,0.1195,0.9559
9,-0.1754,0.0000,0.0000,0.9511
10,-78.7693,94.6190,0.0825,0.9464
11,0.0000,0.0000,0.0000,0.9416
12,134.8635,332.6627,0.1009,0.9369
13,-0.0714,0.0000,0.0000,0.9322
14,659.3934,1687.7185,0.0967,0.9276
15,-0.8590,0.0000,0.0000,0.9229
16,634.4345,206.0203,0.1835,0.9183
17,0.1628,0.0000,0.0000,0.9137
18,610.4558,3150.0894,0.1844,0.9092
19,0.0099,0.0000,0.0000,0.9046
20,-75.1313,1859.9384,0.2839,0.9001
21,-0.0367,0.0000,0.0000,0.8956
22,-600.6630,1549.0004,0.1878,0.8911
23,0.0000,0.0000,0.0000,0.8867
24,267.0931,496.7285,0.1736,0.8822
25,0.0223,0.0000,0.0000,0.8778
26,354.3901,2077.8870,0.1751,0.8734
27,-0.8280,0.0000,0.2622,0.8691
28,-64.6916,0.1663,0.1336,0.8647
29,-0.0033,0.0000,0.0000,0.8604
30,679.4442,86.3954,0.5948,0.8561
31,0.0102,0.0000,0.0000,0.8518
32,-555.0413,0.2232,0.2904,0.8475
33,-0.0114,0.0000,0.0000,0.8433
34,10.8016,105.8535,0.2528,0.8391
35,-0.4283,0.0000,0.0000,0.8349
36,-622.2369,112.2310,0.6038,0.8307
37,-1.6692,0.0000,0.0000,0.8266
38,141.7441,0.2114,0.5732,0.8224
39,-0.1002,0.0000,0.5828,0.8183
40,5.1501,2314.7105,0.6693,0.8142
41,0.0041,0.0000,0.0000,0.8102
42,-543.0953,108.1715,0.5522,0.8061
43,-0.0494,0.0000,0.4693,0.8021
44,-408.1791,4.4107,0.4736,0.7981
45,-0.0710,0.0000,0.0000,0.7941
46,293.6196,262.8273,0.9367,0.7901
47,-0.0427,0.0000,0.0000,0.7862
48,-458.3121,339.7093,0.8704,0.7822
49,-0.2165,0.0000,0.9740,0.7783
50,146.6449,2402.9638,0.8822,0.7744
51,0.0138,0.0000,0.0000,0.7705
52,485.7569,1999.1840,1.0701,0.7667
53,-0.1138,0.0000,0.0000,0.7629
54,-611.9817,16.1279,0.8035,0.7590
55,0.0519,0.0000,0.0000,0.7553
56,-192.7722,570.8293,0.7621,0.7515
57,-2.0511,0.0000,0.7650,0.7477
58,253.7609,1498.2165,0.8099,0.7440
59,-0.7376,0.0000,0.0000,0.7403
60,-397.3434,405.5381,1.0847,0.7366
61,-0.4771,0.0000,0.0000,0.7329
62,28.0281,59.8009,2.4751,0.7292
63,-0.0041,0.0000,0.0000,0.7256
64,-519.7285,1.3024,1.0515,0.7219
65,0.4814,0.0000,0.9582,0.7183
66,34.2509,2801.9153,1.8438,0.7147
67,-0.0432,0.0000,0.0000,0.7112
68,20.2877,2249.6458,0.9901,0.7076
69,0.0539,0.0000,0.0000,0.7041
70,274.3976,1795.3144,0.9956,0.7005
71,0.0000,0.0000,0.0000,0.6970
72,100.3055,99.2812,1.2940,0.6936
73,-0.4579,0.0000,0.0000,0.6901
74,-221.7798,74.8345,2.2639,0.6866
75,-3.0495,0.0000,0.0000,0.6832
76,-697.3149,4534.9128,2.8099,0.6798
77,0.0000,0.0000,3.4546,0.6764
78,-259.9642,61.3195,2.6507,0.6730
79,-0.3606,0.0000,0.0000,0.6696
80,-429.4023,1.6029,1.8223,0.6663
81,-2.2314,0.0000,2.5018,0.6630
82,-519.1072,2121.8893,3.4957,0.6597
83,-1.3337,0.0000,4.9494,0.6564
84,-590.7889,2445.3604,2.1893,0.6531
85,-0.2081,0.0000,0.0000,0.6498
86,-440.5465,1.9725,2.8084,0.6466
87,-0.6766,0.0000,0.0000,0.6433
88,-108.5773,167.3909,3.2022,0.6401
89,-0.7510,0.0000,0.0000,0.6369
