episode,avg_reward,avg_loss,avg_qmax,epsilon
668,0.0969,0.0000,nan,0.0350
669,-0.0648,0.0000,nan,0.0348
670,-0.0469,nan,nan,0.0346
671,0.5179,0.0000,nan,0.0344
672,0.1002,0.0000,nan,0.0343
673,-0.3213,0.0000,nan,0.0341
674,-0.6479,0.0000,nan,0.0339
675,-0.5526,nan,nan,0.0338
676,-0.6619,0.0000,nan,0.0336
677,-0.5945,0.0000,nan,0.0334
678,-0.1245,0.0000,nan,0.0333
679,2.1348,0.0000,nan,0.0331
680,0.0459,nan,nan,0.0329
681,-0.0024,0.0000,nan,0.0328
682,-0.2410,0.0000,nan,0.0326
683,-0.5921,0.0000,nan,0.0324
684,0.1729,0.0000,nan,0.0323
685,-0.0463,nan,nan,0.0321
686,-0.1492,0.0000,nan,0.0319
687,0.3654,0.0000,nan,0.0318
688,0.1261,nan,nan,0.0316
689,-0.2030,0.0000,nan,0.0315
690,-0.0799,nan,nan,0.0313
691,-0.0428,0.0000,nan,0.0312
692,-0.0067,0.0000,nan,0.0310
693,-0.2973,0.0000,nan,0.0308
694,0.0488,nan,nan,0.0307
695,-0.3449,0.0000,nan,0.0305
696,-0.5144,0.0000,nan,0.0304
697,-0.1707,0.0000,nan,0.0302
698,-0.0089,0.0000,nan,0.0301
699,-0.4192,0.0000,nan,0.0299
700,-0.0896,nan,nan,0.0298
701,-0.2295,0.0000,nan,0.0296
702,0.0043,nan,nan,0.0295
703,-0.4853,0.0000,nan,0.0293
704,-0.2394,0.0000,nan,0.0292
705,-0.0610,0.0000,nan,0.0290
706,-0.0479,nan,nan,0.0289
707,-0.0203,0.0000,nan,0.0288
708,-0.0421,0.0000,nan,0.0286
709,-0.0452,0.0000,nan,0.0285
710,-0.2637,nan,nan,0.0283
711,-0.6729,0.0000,nan,0.0282
712,-0.0228,nan,nan,0.0280
713,0.0062,0.0000,nan,0.0279
714,-0.0792,0.0000,nan,0.0278
715,-0.4476,0.0000,nan,0.0276
716,-0.4780,0.0000,nan,0.0275
717,-0.4967,0.0000,nan,0.0274
718,-0.1052,nan,nan,0.0272
719,-0.0496,0.0000,nan,0.0271
720,-0.1208,0.0000,nan,0.0269
721,-0.2069,0.0000,nan,0.0268
722,-0.1163,0.0000,nan,0.0267
723,-0.3632,nan,nan,0.0265
724,-0.6980,0.0000,nan,0.0264
725,-0.1280,0.0000,nan,0.0263
726,-0.2839,0.0000,nan,0.0261
727,-0.0481,0.0000,nan,0.0260
728,-0.2331,nan,nan,0.0259
729,-0.4483,0.0000,nan,0.0258
730,-0.2255,0.0000,nan,0.0256
731,-0.0557,0.0000,nan,0.0255
732,-0.3985,0.0000,nan,0.0254
733,2.3508,0.0000,nan,0.0252
734,-0.1102,nan,nan,0.0251
735,-1.1796,0.0000,nan,0.0250
736,0.1300,0.0000,nan,0.0249
737,-0.3877,0.0000,nan,0.0247
738,-0.1970,nan,nan,0.0246
739,-0.0234,0.0000,nan,0.0245
740,0.0442,nan,nan,0.0244
741,0.0683,0.0000,nan,0.0243
742,-0.0350,0.0000,nan,0.0241
743,-0.4798,0.0000,nan,0.0240
744,-0.2994,0.0000,nan,0.0239
745,-0.3622,0.0000,nan,0.0238
746,-0.0247,nan,nan,0.0237
747,1.1783,0.0000,nan,0.0235
748,-0.0042,nan,nan,0.0234
749,-0.2111,0.0000,nan,0.0233
750,-0.6190,0.0000,nan,0.0232
751,-0.1054,0.0000,nan,0.0231
752,-0.2236,0.0000,nan,0.0229
753,-0.0194,nan,nan,0.0228
754,-0.0010,0.0000,nan,0.0227
755,-0.1825,0.0000,nan,0.0226
756,0.0793,nan,nan,0.0225
757,-0.2967,0.0000,nan,0.0224
758,-0.0402,nan,nan,0.0223
759,-0.5430,0.0000,nan,0.0222
760,0.0338,nan,nan,0.0220
761,-0.2615,0.0000,nan,0.0219
762,0.1818,0.0000,nan,0.0218
763,-0.0097,0.0000,nan,0.0217
764,-0.3410,nan,nan,0.0216
765,-0.4606,0.0000,nan,0.0215
766,-0.3944,0.0000,nan,0.0214
767,-0.6918,0.0000,nan,0.0213
768,0.0088,nan,nan,0.0212
769,-0.0557,0.0000,nan,0.0211
770,-0.1139,0.0000,nan,0.0210
771,-0.2733,0.0000,nan,0.0209
772,0.0371,nan,nan,0.0208
773,-0.6640,0.0000,nan,0.0207
774,0.0253,nan,nan,0.0206
775,-0.2174,0.0000,nan,0.0205
776,0.0315,0.0000,nan,0.0203
777,-0.0497,0.0000,nan,0.0202
778,-0.1200,nan,nan,0.0201
779,-0.4144,0.0000,nan,0.0200
780,-0.0019,0.0000,nan,0.0199
781,2.6064,0.0000,nan,0.0198
782,-0.2134,0.0000,nan,0.0197
783,-0.1277,0.0000,nan,0.0196
784,0.0238,nan,nan,0.0195
785,-0.0841,0.0000,nan,0.0195
786,0.0153,0.0000,nan,0.0194
787,-0.3418,0.0000,nan,0.0193
788,-0.4641,nan,nan,0.0192
789,1.5393,0.0000,nan,0.0191
790,-0.1612,nan,nan,0.0190
791,-0.0720,0.0000,nan,0.0189
792,-0.0793,0.0000,nan,0.0188
793,-0.4839,0.0000,nan,0.0187
794,-0.0047,nan,nan,0.0186
795,0.1372,0.0000,nan,0.0185
796,-0.7223,0.0000,nan,0.0184
797,0.0000,0.0000,nan,0.0183
798,-0.2649,0.0000,nan,0.0182
799,-0.1238,0.0000,nan,0.0181
800,-0.0176,nan,nan,0.0180
801,-0.0114,0.0000,nan,0.0180
802,-0.0884,0.0000,nan,0.0179
803,-0.0341,0.0000,nan,0.0178
804,-0.5517,nan,nan,0.0177
805,-1.0896,0.0000,nan,0.0176
806,-0.2073,0.0000,nan,0.0175
807,-0.1151,0.0000,nan,0.0174
808,-0.2200,0.0000,nan,0.0173
809,-0.2313,0.0000,nan,0.0172
810,-0.3354,nan,nan,0.0172
811,-0.6136,0.0000,nan,0.0171
812,-0.4939,0.0000,nan,0.0170
813,-0.3813,0.0000,nan,0.0169
814,-0.0325,nan,nan,0.0168
815,-0.4216,0.0000,nan,0.0167
816,-0.0956,0.0000,nan,0.0167
817,-0.2024,0.0000,nan,0.0166
818,-0.4746,nan,nan,0.0165
819,-0.0713,0.0000,nan,0.0164
820,-0.1745,0.0000,nan,0.0163
821,-0.1822,0.0000,nan,0.0162
822,-0.6725,0.0000,nan,0.0162
823,-0.8456,0.0000,nan,0.0161
824,-0.4255,nan,nan,0.0160
825,-0.3420,0.0000,nan,0.0159
826,-0.0897,0.0000,nan,0.0158
827,-0.5812,0.0000,nan,0.0158
828,-0.2882,nan,nan,0.0157
829,-0.2687,0.0000,nan,0.0156
830,-0.0937,0.0000,nan,0.0155
831,-0.8001,0.0000,nan,0.0154
832,-0.3233,nan,nan,0.0154
833,-0.5345,0.0000,nan,0.0153
834,-0.0827,0.0000,nan,0.0152
835,-0.0507,0.0000,nan,0.0151
836,0.0268,0.0000,nan,0.0151
837,-0.0658,0.0000,nan,0.0150
838,-0.3497,nan,nan,0.0149
839,-0.1395,0.0000,nan,0.0148
840,-0.1524,nan,nan,0.0148
841,-0.2759,0.0000,nan,0.0147
842,0.0601,nan,nan,0.0146
843,-0.3805,0.0000,nan,0.0145
844,0.0701,nan,nan,0.0145
845,-0.5063,0.0000,nan,0.0144
846,0.1811,0.0000,nan,0.0143
847,-0.1272,0.0000,0.0000,0.0143
848,-0.2192,0.0000,nan,0.0142
849,-0.0582,0.0000,nan,0.0141
850,-0.0005,nan,nan,0.0140
851,-0.3130,0.0000,nan,0.0140
852,-0.4527,0.0000,nan,0.0139
853,-0.6173,0.0000,nan,0.0138
854,0.0400,nan,nan,0.0138
855,-0.3409,0.0000,nan,0.0137
856,-0.1938,0.0000,nan,0.0136
857,-0.3492,0.0000,nan,0.0136
858,0.0790,nan,nan,0.0135
859,0.0468,0.0000,nan,0.0134
860,0.0143,0.0000,nan,0.0134
861,-0.0320,0.0000,nan,0.0133
862,-0.0679,nan,nan,0.0132
863,-0.0148,0.0000,nan,0.0132
864,-0.0762,nan,nan,0.0131
865,-0.5017,0.0000,nan,0.0130
866,-0.1637,0.0000,nan,0.0130
867,-0.4994,0.0000,nan,0.0129
868,0.0495,nan,nan,0.0128
869,-0.0871,0.0000,nan,0.0128
870,0.0042,nan,nan,0.0127
871,-0.0567,0.0000,nan,0.0126
872,0.0227,0.0000,nan,0.0126
873,-0.0088,0.0000,nan,0.0125
874,-0.0273,nan,nan,0.0125
875,-0.3360,0.0000,nan,0.0124
876,-0.1172,0.0000,nan,0.0123
877,-1.0095,0.0000,nan,0.0123
878,-0.1597,nan,nan,0.0122
879,-0.0996,0.0000,nan,0.0121
880,-0.4093,0.0000,nan,0.0121
881,-0.0951,0.0000,nan,0.0120
882,-0.2624,0.0000,nan,0.0120
883,-0.0405,0.0000,nan,0.0119
884,-0.2073,nan,nan,0.0118
885,-0.7379,0.0000,nan,0.0118
886,0.1077,0.0000,nan,0.0117
887,-0.5367,0.0000,nan,0.0117
888,0.0092,nan,nan,0.0116
889,-0.6277,0.0000,nan,0.0115
890,-0.0669,nan,nan,0.0115
891,-0.0162,0.0000,nan,0.0114
892,0.0225,nan,nan,0.0114
893,-0.0297,0.0000,nan,0.0113
894,-0.1454,0.0000,nan,0.0113
895,0.0112,0.0000,nan,0.0112
896,-0.1855,nan,nan,0.0112
897,-0.4649,0.0000,nan,0.0111
898,0.0720,0.0000,nan,0.0110
899,-0.0348,nan,nan,0.0110
900,-0.1289,0.0000,nan,0.0109
901,-0.3427,0.0000,nan,0.0109
902,-0.1243,nan,nan,0.0108
903,-0.4344,0.0000,nan,0.0108
904,-0.0622,0.0000,nan,0.0107
905,-0.0197,0.0000,nan,0.0107
906,0.0549,nan,nan,0.0106
907,-0.0038,0.0000,nan,0.0106
908,0.0493,0.0000,nan,0.0105
909,-0.0037,0.0000,nan,0.0104
910,-0.8719,nan,nan,0.0104
911,-0.6032,0.0000,nan,0.0103
912,0.1141,0.0000,nan,0.0103
913,-0.4375,0.0000,nan,0.0102
914,0.1194,nan,nan,0.0102
915,-0.4884,0.0000,nan,0.0101
916,-0.0860,0.0000,nan,0.0101
917,-0.0067,0.0000,nan,0.0100
918,-0.3937,nan,nan,0.0100
919,0.0000,0.0000,nan,0.0100
920,-0.7507,0.0000,nan,0.0100
921,-0.1259,0.0000,nan,0.0100
922,-0.3515,0.0000,nan,0.0100
923,-0.1268,0.0000,nan,0.0100
924,-0.2161,nan,nan,0.0100
925,1.8490,0.0000,nan,0.0100
926,-0.0258,0.0000,nan,0.0100
927,-0.8415,0.0000,nan,0.0100
928,0.2274,nan,nan,0.0100
929,-0.0261,0.0000,nan,0.0100
930,0.0043,0.0000,nan,0.0100
931,-0.0378,0.0000,nan,0.0100
932,0.0164,nan,nan,0.0100
933,-0.4647,0.0000,nan,0.0100
934,-0.2779,0.0000,nan,0.0100
935,-0.4596,0.0000,nan,0.0100
936,0.0045,nan,nan,0.0100
937,-0.1191,0.0000,nan,0.0100
938,-0.3889,0.0000,nan,0.0100
939,0.0000,0.0000,nan,0.0100
940,0.0120,nan,nan,0.0100
941,0.0006,0.0000,nan,0.0100
942,-0.1254,nan,nan,0.0100
943,-0.0575,0.0000,nan,0.0100
944,-0.0598,0.0000,nan,0.0100
945,-0.1291,0.0000,nan,0.0100
946,-0.0687,nan,nan,0.0100
947,-0.1993,0.0000,nan,0.0100
948,-0.2369,0.0000,nan,0.0100
949,-0.0115,0.0000,nan,0.0100
950,0.0122,nan,nan,0.0100
951,0.0000,0.0000,nan,0.0100
952,0.0233,nan,nan,0.0100
953,-0.1053,0.0000,nan,0.0100
954,-0.0547,nan,nan,0.0100
955,-0.0229,0.0000,nan,0.0100
956,-0.2070,0.0000,nan,0.0100
957,-0.3146,0.0000,nan,0.0100
958,0.1153,nan,nan,0.0100
959,-0.0311,0.0000,nan,0.0100
960,-0.3488,0.0000,nan,0.0100
961,-0.5196,0.0000,nan,0.0100
962,0.1569,nan,nan,0.0100
963,0.0076,0.0000,nan,0.0100
964,-0.0384,0.0000,nan,0.0100
965,-0.0168,0.0000,nan,0.0100
966,-0.0080,nan,nan,0.0100
967,-0.0140,0.0000,nan,0.0100
968,-0.0137,nan,nan,0.0100
969,-0.0227,0.0000,nan,0.0100
970,-0.0804,0.0000,nan,0.0100
971,-0.0291,0.0000,nan,0.0100
972,0.0334,nan,nan,0.0100
973,-0.0500,0.0000,nan,0.0100
974,-0.0827,nan,nan,0.0100
975,-0.0299,0.0000,nan,0.0100
976,-0.0179,0.0000,nan,0.0100
977,-0.3267,0.0000,nan,0.0100
978,0.0443,0.0000,nan,0.0100
979,-0.6694,0.0000,nan,0.0100
980,-0.8204,nan,nan,0.0100
981,1.3347,0.0000,nan,0.0100
982,-0.0517,nan,nan,0.0100
983,-0.3016,0.0000,nan,0.0100
984,-0.3565,0.0000,nan,0.0100
985,3.2802,0.0000,nan,0.0100
986,-0.0541,nan,nan,0.0100
987,0.0550,0.0000,nan,0.0100
988,-0.1871,0.0000,nan,0.0100
989,-0.0590,0.0000,nan,0.0100
990,0.0206,nan,nan,0.0100
991,0.0112,0.0000,nan,0.0100
992,-0.0296,0.0000,nan,0.0100
993,-0.0231,0.0000,nan,0.0100
994,-0.1616,nan,nan,0.0100
995,-0.3117,0.0000,nan,0.0100
996,-0.0759,nan,nan,0.0100
997,-0.5444,0.0000,nan,0.0100
998,-0.1800,0.0000,nan,0.0100
999,-0.0381,0.0000,nan,0.0100
1000,-0.0690,nan,nan,0.0100
1001,-0.5656,0.0000,nan,0.0100
1002,-0.0211,nan,nan,0.0100
1003,-0.0903,0.0000,nan,0.0100
1004,0.0689,nan,nan,0.0100
1005,-0.0411,0.0000,nan,0.0100
1006,-0.1883,0.0000,nan,0.0100
1007,-0.4817,0.0000,nan,0.0100
1008,0.1504,nan,nan,0.0100
1009,-0.0025,0.0000,nan,0.0100
1010,-0.4866,0.0000,nan,0.0100
1011,0.6627,0.0000,nan,0.0100
1012,-0.3983,0.0000,nan,0.0100
1013,-0.1583,0.0000,nan,0.0100
1014,-0.0758,nan,nan,0.0100
1015,-0.0002,0.0000,nan,0.0100
1016,-0.1243,0.0000,nan,0.0100
1017,0.0317,0.0000,nan,0.0100
1018,0.0407,nan,nan,0.0100
1019,-0.2029,0.0000,nan,0.0100
1020,-0.7323,0.0000,nan,0.0100
1021,-0.8512,0.0000,nan,0.0100
1022,-0.5120,0.0000,nan,0.0100
1023,-0.0949,0.0000,nan,0.0100
1024,-0.1388,nan,nan,0.0100
1025,-0.4970,0.0000,nan,0.0100
1026,-0.2252,nan,nan,0.0100
1027,-0.0667,0.0000,nan,0.0100
1028,-0.2018,0.0000,nan,0.0100
1029,-0.0699,0.0000,nan,0.0100
1030,0.0387,0.0000,nan,0.0100
1031,-0.0075,nan,nan,0.0100
1032,-0.1276,0.0000,nan,0.0100
1033,-0.0589,0.0000,nan,0.0100
1034,-0.0432,nan,nan,0.0100
1035,-0.0064,0.0000,nan,0.0100
1036,0.0123,0.0000,nan,0.0100
1037,0.0303,0.0000,nan,0.0100
1038,0.0120,nan,nan,0.0100
1039,1.7969,0.0000,nan,0.0100
1040,-0.2405,0.0000,nan,0.0100
1041,-0.3615,0.0000,nan,0.0100
1042,-0.2234,0.0000,nan,0.0100
1043,-0.0696,0.0000,nan,0.0100
1044,-0.1955,nan,nan,0.0100
1045,-0.6483,0.0000,nan,0.0100
1046,0.0323,nan,nan,0.0100
1047,-0.0051,0.0000,nan,0.0100
1048,-0.1291,0.0000,nan,0.0100
1049,-0.0826,0.0000,nan,0.0100
1050,-0.0566,0.0000,nan,0.0100
1051,-0.3457,0.0000,nan,0.0100
1052,-0.2826,nan,nan,0.0100
1053,-0.1255,0.0000,nan,0.0100
1054,-0.0331,0.0000,nan,0.0100
1055,-0.0752,0.0000,nan,0.0100
1056,-0.0329,0.0000,nan,0.0100
1057,-0.1443,0.0000,nan,0.0100
1058,-0.1334,nan,nan,0.0100
1059,-0.1286,0.0000,nan,0.0100
1060,-0.0117,0.0000,nan,0.0100
1061,-0.4472,0.0000,nan,0.0100
1062,-0.2667,nan,nan,0.0100
1063,-0.4707,0.0000,nan,0.0100
1064,0.0664,0.0000,nan,0.0100
1065,-0.0486,0.0000,nan,0.0100
1066,-0.0499,nan,nan,0.0100
1067,-0.0202,0.0000,nan,0.0100
1068,0.0358,nan,nan,0.0100
1069,0.0025,0.0000,nan,0.0100
1070,-0.1914,0.0000,nan,0.0100
1071,-0.1031,0.0000,nan,0.0100
1072,-0.0360,nan,nan,0.0100
1073,-0.0086,0.0000,nan,0.0100
1074,-0.0551,0.0000,nan,0.0100
1075,0.0251,0.0000,nan,0.0100
1076,0.0095,nan,nan,0.0100
1077,-0.0361,0.0000,nan,0.0100
1078,-0.1509,nan,nan,0.0100
1079,-0.0483,0.0000,nan,0.0100
1080,-0.1901,0.0000,nan,0.0100
1081,-0.1364,0.0000,nan,0.0100
1082,-0.1336,nan,nan,0.0100
1083,-0.3498,0.0000,nan,0.0100
1084,-0.1290,0.0000,nan,0.0100
1085,-0.2469,0.0000,nan,0.0100
1086,-0.3786,0.0000,nan,0.0100
1087,-0.0643,0.0000,nan,0.0100
1088,-0.1682,nan,nan,0.0100
1089,-1.1166,0.0000,nan,0.0100
1090,-0.6432,0.0000,nan,0.0100
1091,-0.1501,0.0000,nan,0.0100
1092,-0.1126,0.0000,nan,0.0100
1093,-0.1032,0.0000,nan,0.0100
1094,0.0295,nan,nan,0.0100
1095,-0.2181,0.0000,nan,0.0100
1096,-0.1808,0.0000,nan,0.0100
1097,-0.4822,0.0000,nan,0.0100
1098,-0.2087,nan,nan,0.0100
1099,-0.0081,0.0000,nan,0.0100
1100,-0.1402,0.0000,nan,0.0100
1101,-0.6720,nan,nan,0.0100
1102,-0.3490,0.0000,nan,0.0100
1103,-0.0483,0.0000,nan,0.0100
1104,0.0448,nan,nan,0.0100
1105,0.0526,0.0000,nan,0.0100
1106,-0.3305,0.0000,nan,0.0100
1107,1.1019,0.0000,nan,0.0100
1108,-0.3256,0.0000,nan,0.0100
1109,-0.1450,0.0000,nan,0.0100
1110,-0.0673,nan,nan,0.0100
1111,-0.4302,0.0000,nan,0.0100
1112,-0.1076,0.0000,nan,0.0100
1113,-0.6169,0.0000,nan,0.0100
1114,-0.2599,nan,nan,0.0100
1115,-0.0233,0.0000,nan,0.0100
1116,0.0110,0.0000,nan,0.0100
1117,-0.0246,0.0000,nan,0.0100
1118,0.0230,nan,nan,0.0100
1119,-0.4387,0.0000,nan,0.0100
1120,-0.3183,0.0000,nan,0.0100
1121,-0.0740,0.0000,nan,0.0100
1122,-0.0588,nan,nan,0.0100
1123,-0.0194,0.0000,nan,0.0100
1124,-0.0655,0.0000,nan,0.0100
1125,-0.3656,0.0000,nan,0.0100
1126,-0.7420,0.0000,nan,0.0100
1127,-0.0469,0.0000,nan,0.0100
1128,-0.3777,nan,nan,0.0100
1129,-0.7923,0.0000,nan,0.0100
1130,-0.3466,0.0000,nan,0.0100
1131,-0.0396,0.0000,nan,0.0100
1132,-0.0233,nan,nan,0.0100
1133,-0.3668,0.0000,nan,0.0100
1134,0.0766,0.0000,nan,0.0100
1135,-0.0588,0.0000,nan,0.0100
1136,-0.1911,0.0000,nan,0.0100
1137,-0.5089,nan,nan,0.0100
1138,-0.0308,0.0000,nan,0.0100
1139,-0.2055,0.0000,nan,0.0100
1140,0.1373,nan,nan,0.0100
1141,-0.0628,0.0000,nan,0.0100
1142,-0.0262,0.0000,nan,0.0100
1143,-0.0200,0.0000,nan,0.0100
1144,0.0086,nan,nan,0.0100
1145,-0.0316,0.0000,nan,0.0100
1146,-0.1806,0.0000,nan,0.0100
1147,0.0259,0.0000,nan,0.0100
1148,-0.1404,0.0000,nan,0.0100
1149,0.0384,0.0000,nan,0.0100
1150,0.0313,nan,nan,0.0100
1151,-0.3725,0.0000,nan,0.0100
1152,-0.4804,nan,nan,0.0100
1153,-0.4670,0.0000,0.0000,0.0100
1154,-0.1439,0.0000,nan,0.0100
1155,-0.0671,0.0000,nan,0.0100
1156,-0.0949,nan,nan,0.0100
1157,-0.1422,0.0000,nan,0.0100
1158,-0.1269,0.0000,nan,0.0100
1159,-0.0187,0.0000,nan,0.0100
1160,-0.0654,nan,nan,0.0100
1161,-0.0246,0.0000,nan,0.0100
1162,-0.0980,0.0000,nan,0.0100
1163,-0.0158,0.0000,nan,0.0100
1164,-0.2882,nan,nan,0.0100
1165,-0.1409,0.0000,nan,0.0100
1166,0.0174,0.0000,nan,0.0100
1167,0.1176,0.0000,nan,0.0100
1168,-0.0814,nan,nan,0.0100
1169,-0.0323,0.0000,nan,0.0100
1170,0.0134,0.0000,nan,0.0100
1171,-0.0723,0.0000,nan,0.0100
1172,-0.0660,nan,nan,0.0100
1173,-0.0470,0.0000,nan,0.0100
1174,-0.0222,nan,nan,0.0100
1175,-0.3295,0.0000,nan,0.0100
1176,-0.0464,nan,nan,0.0100
1177,-0.0568,0.0000,nan,0.0100
1178,-0.1268,0.0000,nan,0.0100
1179,-0.7835,0.0000,nan,0.0100
1180,0.1200,nan,nan,0.0100
1181,-0.0079,0.0000,nan,0.0100
1182,0.0235,nan,nan,0.0100
1183,-0.0106,0.0000,nan,0.0100
1184,0.0133,nan,nan,0.0100
1185,-0.0473,0.0000,nan,0.0100
1186,-0.1256,0.0000,nan,0.0100
1187,-0.4382,0.0000,nan,0.0100
1188,-0.1033,nan,nan,0.0100
1189,-0.0279,0.0000,nan,0.0100
1190,-0.0614,0.0000,nan,0.0100
1191,-0.0619,0.0000,nan,0.0100
1192,-0.3066,nan,nan,0.0100
1193,-0.8134,0.0000,nan,0.0100
1194,0.1133,0.0000,nan,0.0100
1195,-0.0188,0.0000,nan,0.0100
1196,-0.1227,nan,nan,0.0100
1197,0.0674,0.0000,nan,0.0100
1198,0.0080,0.0000,nan,0.0100
1199,-0.0344,0.0000,nan,0.0100
1200,0.0155,nan,nan,0.0100
1201,-0.0119,0.0000,nan,0.0100
1202,-0.0220,0.0000,nan,0.0100
1203,-0.2405,0.0000,nan,0.0100
1204,-0.1229,nan,nan,0.0100
1205,-0.7505,0.0000,nan,0.0100
1206,0.2087,nan,nan,0.0100
1207,-0.0390,0.0000,nan,0.0100
1208,-0.0301,0.0000,nan,0.0100
1209,-0.0127,0.0000,nan,0.0100
1210,-0.0371,0.0000,nan,0.0100
1211,-0.0510,0.0000,nan,0.0100
1212,-0.1721,nan,nan,0.0100
1213,-0.1407,0.0000,nan,0.0100
1214,-0.1080,0.0000,nan,0.0100
1215,-0.4215,0.0000,nan,0.0100
1216,0.1541,0.0000,nan,0.0100
1217,-0.0502,nan,nan,0.0100
1218,-0.0965,0.0000,nan,0.0100
1219,-0.0120,0.0000,nan,0.0100
1220,-0.0150,nan,nan,0.0100
1221,-0.0279,0.0000,nan,0.0100
1222,-0.2350,0.0000,nan,0.0100
1223,-0.1129,0.0000,nan,0.0100
1224,0.0409,0.0000,nan,0.0100
1225,-0.0720,0.0000,nan,0.0100
1226,-0.0885,nan,nan,0.0100
1227,-0.0602,0.0000,nan,0.0100
1228,0.0226,0.0000,nan,0.0100
1229,-0.0524,0.0000,nan,0.0100
1230,-0.1303,nan,nan,0.0100
1231,-0.9433,0.0000,nan,0.0100
1232,0.1384,nan,nan,0.0100
1233,-0.2243,0.0000,nan,0.0100
1234,0.0644,0.0000,nan,0.0100
1235,-0.0292,0.0000,nan,0.0100
1236,-0.0421,nan,nan,0.0100
1237,-0.0100,0.0000,nan,0.0100
1238,-0.0124,nan,nan,0.0100
1239,-0.0371,0.0000,nan,0.0100
1240,-0.2911,0.0000,nan,0.0100
1241,-0.5687,0.0000,nan,0.0100
1242,-0.1737,0.0000,nan,0.0100
1243,0.5641,0.0000,nan,0.0100
1244,-0.3319,nan,nan,0.0100
1245,-0.1178,0.0000,nan,0.0100
1246,-0.1507,0.0000,nan,0.0100
1247,0.0710,0.0000,nan,0.0100
1248,-0.0072,nan,nan,0.0100
1249,-0.0179,0.0000,nan,0.0100
1250,-0.5639,0.0000,nan,0.0100
1251,-0.3503,0.0000,nan,0.0100
1252,-0.2524,0.0000,nan,0.0100
1253,-0.5015,0.0000,nan,0.0100
1254,-0.2433,nan,nan,0.0100
1255,-0.1182,0.0000,nan,0.0100
1256,-0.0359,0.0000,nan,0.0100
1257,-0.3740,0.0000,nan,0.0100
1258,-0.1769,nan,nan,0.0100
1259,-0.0533,0.0000,nan,0.0100
1260,-0.2315,0.0000,nan,0.0100
1261,-0.5423,0.0000,nan,0.0100
1262,0.0515,0.0000,nan,0.0100
1263,-0.0088,0.0000,nan,0.0100
1264,-0.0219,nan,nan,0.0100
1265,-0.0190,0.0000,nan,0.0100
1266,-0.0399,nan,nan,0.0100
1267,-0.0080,0.0000,nan,0.0100
1268,-0.0156,0.0000,nan,0.0100
1269,-0.0651,0.0000,nan,0.0100
1270,-0.1583,0.0000,nan,0.0100
1271,-0.0618,0.0000,nan,0.0100
1272,-0.0221,nan,nan,0.0100
1273,-0.0110,0.0000,nan,0.0100
1274,-0.0811,nan,nan,0.0100
1275,-0.6095,0.0000,nan,0.0100
1276,-0.0719,0.0000,nan,0.0100
1277,-0.1021,0.0000,nan,0.0100
1278,-0.0057,0.0000,nan,0.0100
1279,-0.0645,0.0000,nan,0.0100
1280,0.0389,nan,nan,0.0100
1281,-0.0187,0.0000,nan,0.0100
1282,-0.1210,0.0000,nan,0.0100
1283,-0.3984,0.0000,nan,0.0100
1284,-0.2349,nan,nan,0.0100
1285,-0.0644,0.0000,nan,0.0100
1286,-0.2220,0.0000,nan,0.0100
1287,-0.8751,0.0000,nan,0.0100
1288,-0.3034,nan,nan,0.0100
1289,-0.1147,0.0000,nan,0.0100
1290,-0.0784,0.0000,nan,0.0100
1291,-0.3927,0.0000,nan,0.0100
1292,0.0567,0.0000,nan,0.0100
1293,-0.0673,0.0000,nan,0.0100
1294,-0.1808,nan,nan,0.0100
1295,-0.3197,0.0000,nan,0.0100
1296,0.0415,nan,nan,0.0100
1297,-0.0559,0.0000,nan,0.0100
1298,-0.0898,nan,nan,0.0100
1299,-0.0119,0.0000,nan,0.0100
1300,0.0243,0.0000,nan,0.0100
1301,-0.0030,0.0000,nan,0.0100
1302,-0.0388,nan,nan,0.0100
1303,-0.0247,0.0000,nan,0.0100
1304,-0.1390,0.0000,nan,0.0100
1305,-0.0344,0.0000,nan,0.0100
1306,-0.0478,nan,nan,0.0100
1307,-0.4249,0.0000,nan,0.0100
1308,-0.1170,0.0000,nan,0.0100
1309,-0.0312,0.0000,nan,0.0100
1310,-0.0646,nan,nan,0.0100
1311,-0.2355,0.0000,nan,0.0100
1312,0.1482,0.0000,nan,0.0100
1313,-0.0540,0.0000,nan,0.0100
1314,-0.0243,nan,nan,0.0100
1315,-0.3830,0.0000,nan,0.0100
1316,-0.2491,0.0000,nan,0.0100
1317,-0.5135,0.0000,nan,0.0100
1318,-0.4753,nan,nan,0.0100
1319,-0.5515,0.0000,nan,0.0100
1320,-0.0598,0.0000,nan,0.0100
1321,-0.0498,0.0000,nan,0.0100
1322,0.0028,0.0000,nan,0.0100
1323,-0.0381,0.0000,nan,0.0100
1324,0.0366,nan,nan,0.0100
1325,-0.1643,0.0000,nan,0.0100
1326,-0.1240,0.0000,nan,0.0100
1327,-0.0464,0.0000,nan,0.0100
1328,-0.3345,0.0000,nan,0.0100
1329,-0.7727,0.0000,nan,0.0100
1330,-0.3506,nan,nan,0.0100
1331,-0.3686,0.0000,nan,0.0100
1332,-0.3901,0.0000,nan,0.0100
1333,-0.7096,0.0000,nan,0.0100
1334,-0.2556,nan,nan,0.0100
1335,-0.0336,0.0000,nan,0.0100
1336,-0.0319,0.0000,nan,0.0100
1337,-0.1353,0.0000,nan,0.0100
1338,-0.2479,0.0000,nan,0.0100
