learn_step,loss
1564,0.1180
1565,0.1000
1566,0.1523
1567,0.1369
1568,0.0858
1569,0.1411
1570,0.1252
1571,0.0972
1572,0.0822
1573,0.1291
1574,0.1023
1575,0.1360
1576,0.1323
1577,0.1399
1578,0.0995
1579,0.1375
1580,0.1074
1581,0.1239
1582,37.6784
1583,41.5462
1584,0.1103
1585,0.0587
1586,0.1331
1587,0.1031
1588,0.0963
1589,0.1154
1590,0.1324
1591,40.4889
1592,0.0920
1593,0.1419
1594,0.1245
1595,0.1995
1596,0.0726
1597,0.0861
1598,0.1393
1599,0.0902
1600,0.1532
1601,0.1794
1602,0.1610
1603,0.1254
1604,0.1542
1605,0.1470
1606,0.1811
1607,0.3472
1608,0.0923
1609,0.0556
1610,0.0974
1611,0.0817
1612,0.1092
1613,0.1436
1614,0.1428
1615,0.1568
1616,0.0831
1617,0.0850
1618,0.1323
1619,0.1563
1620,0.1421
1621,0.1093
1622,0.1060
1623,0.1647
1624,2.2500
1625,0.1141
1626,0.0786
1627,37.4150
1628,36.9110
1629,0.1025
1630,0.0854
1631,0.1569
1632,0.0777
1633,0.1628
1634,0.1040
1635,0.1307
1636,0.0977
1637,0.0954
1638,7.5330
1639,0.0787
1640,0.0546
1641,0.1100
1642,0.0893
1643,0.2018
1644,0.1491
1645,0.1175
1646,36.7115
1647,0.0727
1648,0.1548
1649,0.1048
1650,0.1868
1651,0.2069
1652,0.3062
1653,0.1293
1654,0.0896
1655,0.1539
1656,0.0445
1657,0.0803
1658,4.2248
1659,0.0652
1660,0.1080
1661,0.0865
1662,0.1032
1663,0.0618
1664,0.1654
1665,0.0762
1666,0.0971
1667,0.0994
1668,0.1133
1669,0.1357
1670,0.0652
1671,0.0736
1672,0.1122
1673,0.1528
1674,0.1203
1675,0.1041
1676,0.0964
1677,0.0922
1678,0.1635
1679,0.1200
1680,0.1428
1681,0.1435
1682,0.0709
1683,52.4554
1684,0.1059
1685,0.1357
1686,0.1337
1687,0.0755
1688,0.0999
1689,0.0665
1690,0.1977
