episode,avg_reward
198,0.0000
199,-0.4008
200,0.0000
201,-0.1758
202,-0.4808
203,-0.3138
204,-0.6759
205,-0.6252
206,-0.7387
207,-0.4055
208,-0.6654
209,0.0000
210,-0.2045
211,-0.2400
212,-0.2153
213,0.0000
214,-0.5997
215,-0.2014
216,-0.6939
217,0.0000
218,-0.3223
219,0.0000
220,-0.4357
221,0.0000
222,-0.4447
223,-0.6652
224,0.0000
225,0.0641
226,-0.1851
227,-0.2572
228,-0.5332
229,-0.6736
230,0.0277
231,-0.2050
232,0.0000
233,-0.1925
234,-0.4697
235,0.0000
236,-0.1550
237,-0.5942
238,-0.4310
239,-0.2652
240,0.0000
241,-0.4919
242,0.0000
243,-0.2540
244,-0.6207
245,0.0000
246,-0.5129
247,0.0000
248,-0.1732
249,-0.2637
250,-0.4615
251,-0.3727
252,0.0000
253,-0.2886
254,-0.3582
255,-0.6196
256,0.0000
257,-0.0001
258,0.0000
259,-0.3537
260,0.0000
261,-0.2099
262,-0.6716
263,0.0263
264,0.0000
265,-0.5297
266,-0.3009
267,0.0847
268,-0.0901
269,0.0000
270,-0.5030
271,-0.3945
272,-0.2448
273,0.0000
274,-0.6802
275,-0.6026
276,-0.3056
277,0.0000
278,-0.4330
279,0.0000
280,-0.4790
281,-0.3564
282,0.0000
283,-0.1641
284,-0.4876
285,0.0000
286,-0.3245
287,-0.5650
288,-0.5062
289,-0.3746
290,-0.2483
291,-0.4751
292,0.0000
293,-0.2555
294,0.0000
295,-0.1932
296,0.0000
297,-0.2988
298,-0.3309
299,0.0000
300,-0.6335
301,0.0000
302,0.0331
303,0.0904
304,0.0000
305,-0.1829
306,0.0000
307,0.0324
308,-0.6614
309,0.0000
310,-0.6697
311,0.0000
312,-0.5405
313,-0.6538
314,0.0000
315,-0.3952
316,-0.8184
317,-0.0139
318,0.0000
319,-0.1546
320,-0.7705
321,-0.6118
322,-0.2265
323,-0.3238
324,0.0000
325,-0.3581
326,-0.4189
327,0.0000
328,-0.6984
329,0.0000
330,-0.4192
331,-0.5679
332,-0.7448
333,0.0000
334,-0.3026
335,-0.5308
336,-0.7019
337,0.0000
338,-0.5104
339,0.0000
340,-0.4190
341,-0.5771
342,-0.2771
343,0.0000
344,-0.7054
345,-0.8115
346,0.0000
347,-0.6016
348,0.0000
349,-0.4896
350,-0.5493
351,-0.1028
352,0.0000
353,-0.2364
354,-0.6549
355,-0.3061
356,-0.1415
357,-0.3637
358,-0.6043
359,-0.4626
360,-0.4851
361,-0.4107
362,0.0000
363,-0.3385
364,0.0000
365,-0.7527
366,-0.1184
367,0.0000
368,-0.2534
369,-0.6131
370,0.0000
371,-0.2497
372,-0.1540
373,-0.4095
374,-0.5979
375,0.0000
376,-0.4236
377,-0.7097
378,-0.6707
379,-0.3060
380,-0.1898
381,-0.4947
382,0.0000
383,-0.4973
384,0.0000
385,-0.4509
386,-0.1824
387,-0.3171
388,0.0000
389,-0.3364
390,-0.0725
391,-0.7221
392,-0.2941
393,-0.2164
394,0.0000
395,-0.5354
396,-0.4350
397,0.0000
398,0.0198
399,0.0000
400,-0.2155
401,-0.7972
402,0.0000
403,-0.3154
404,-0.5246
405,-0.6663
406,0.0000
407,-0.7166
408,-0.0225
409,-0.2835
410,-0.6907
411,-0.4015
412,0.0000
413,-0.4147
414,0.0000
415,-0.5616
416,-0.0482
417,-0.3401
418,0.0000
419,-0.2392
420,-0.6790
421,0.0000
422,-0.3012
423,-0.7766
424,0.0000
425,-0.5500
426,0.0000
427,-0.3654
428,0.0000
429,-0.5716
430,-0.6236
431,0.0000
432,-0.5211
433,0.0000
434,-0.5095
435,0.0000
436,-0.6618
437,-0.5494
438,-0.5941
439,-0.6012
440,-0.5684
441,-0.1292
442,0.0000
443,-0.4074
444,-0.7671
445,-0.7523
446,-0.0549
447,-0.0931
448,-0.5086
449,0.0000
450,-0.7574
451,0.0000
452,-0.2887
453,0.0000
454,-0.6605
455,0.0000
456,-0.7498
457,0.0000
458,-0.7514
459,-0.6241
460,-0.4081
461,0.0000
462,-0.2752
463,-0.1870
464,-0.1680
465,0.0000
466,-0.0833
467,-0.2730
468,-0.7555
469,-0.0597
470,0.0000
471,-0.1154
472,0.0000
473,-0.1680
474,0.0000
475,-0.5222
476,0.0000
477,-0.3774
478,0.0000
479,-0.5785
480,-0.4377
481,-0.4477
482,-0.1049
483,-0.4274
484,-0.3229
485,0.0000
486,-0.7366
487,0.0000
488,-0.4059
489,-0.1432
490,-0.4774
491,-0.5145
492,0.0000
493,-0.6258
494,0.0000
495,-0.2370
496,-0.2450
497,-0.3587
498,-0.3203
499,-0.2683
500,-0.5946
501,-0.1717
502,0.0000
503,-0.8360
504,-0.1426
505,-0.5744
506,0.0000
507,-0.4333
508,-0.5439
509,0.0000
510,-0.2904
511,-0.7547
512,-0.6415
513,0.0000
514,-0.7029
515,0.0000
516,-0.2289
517,0.0000
518,-0.3299
519,-0.4606
520,0.0000
521,-0.7244
522,-0.3346
523,-0.0423
524,-0.4771
525,0.0000
526,-0.8154
527,-0.7018
528,-0.5151
529,-0.4940
530,-0.0744
531,-0.2267
532,-0.3217
533,-0.2107
534,-0.2459
535,0.0000
536,-0.2004
537,0.0434
538,0.0000
539,-0.4616
540,-0.0328
541,0.0000
542,-0.1811
543,0.0000
544,-0.5504
545,-0.1635
546,-0.7305
547,-0.5080
548,-0.7522
549,-0.0567
550,0.0000
551,-0.0658
552,-0.3862
553,0.0000
554,-0.6042
555,-0.5397
556,-0.5032
557,-0.1151
558,0.0000
559,-0.7258
560,-0.4344
561,-0.2292
562,0.0000
563,-0.2384
564,0.0000
565,-0.2267
566,-0.4108
567,-0.4049
568,-0.2805
569,-0.6336
570,-0.5338
571,-0.6970
572,-0.5510
573,0.0000
574,-0.0001
575,-0.4332
576,-0.3373
577,0.0000
578,-0.3057
579,-0.5841
580,-0.0890
581,0.0000
582,-0.4201
583,0.0000
584,-0.3429
585,-0.7443
586,-0.2269
587,-0.7315
588,-0.3153
589,0.0000
590,-0.7232
591,-0.6200
592,-0.2464
593,0.0000
594,-0.4657
595,-0.3459
596,0.0000
597,-0.7459
598,-0.4263
599,-0.2587
600,-0.6243
601,-0.7050
602,-0.0809
603,-0.5847
604,-0.3997
605,0.0000
606,-0.3515
607,0.0000
608,-0.1071
609,0.0000
610,-0.3861
611,0.0000
612,-0.5760
613,-0.5615
614,-0.1838
615,-0.1716
616,0.0000
617,-0.5409
618,-0.7755
619,0.0000
620,-0.1602
621,-0.6489
622,-0.3411
623,0.0000
624,-0.5714
625,0.0000
626,-0.6606
627,-0.1849
628,-0.8132
629,0.0000
630,-0.5015
631,-0.7591
632,-0.4258
633,0.0283
634,-0.6184
635,-0.4818
636,0.0308
637,0.0000
638,-0.5932
639,-0.5034
640,0.0000
641,-0.4686
642,-0.3892
643,0.0000
644,-0.1740
645,-0.2385
646,-0.1669
647,0.0000
648,-0.1148
649,-0.1053
650,-0.3224
651,-0.4051
652,0.0000
653,-0.0589
654,-0.7220
655,-0.5863
656,-0.5487
657,0.0988
658,-0.5458
659,-0.2580
660,-0.3479
661,0.0000
662,-0.6061
663,-0.4584
664,0.0000
665,-0.4510
666,-0.7315
667,-0.6937
668,-0.3650
669,-0.3098
670,-0.3530
671,0.0000
672,-0.4563
673,-0.1777
674,-0.3146
675,-0.4370
676,0.0000
677,-0.4987
678,0.0000
679,-0.5338
680,-0.5913
681,-0.3890
682,-0.6104
683,-0.4119
684,-0.8437
685,-0.0194
686,-0.4990
687,0.0000
688,0.0177
689,0.0000
690,0.1001
691,-0.3343
692,0.0000
693,-0.0937
694,-0.6809
695,0.0000
696,-0.2610
697,-0.5570
698,-0.2172
699,-0.0706
700,-0.7738
701,-0.3255
702,0.0000
703,-0.7239
704,0.0000
705,-0.1339
706,-0.6500
707,-0.1788
708,-0.6006
709,0.0000
710,-0.2295
711,-0.2144
712,-0.7730
713,-0.1338
714,-0.1755
715,-0.5835
716,-0.6980
717,0.0642
718,-0.7604
719,0.0000
720,-0.6877
721,-0.6082
722,0.0000
723,-0.1560
724,0.0000
725,-0.2889
726,-0.2253
727,0.0000
728,-0.2497
729,-0.3734
730,-0.2438
731,-0.4133
732,0.0000
733,-0.2660
734,0.0000
735,-0.3488
736,-0.2473
737,-0.4557
738,-0.3682
739,-0.6303
740,0.0000
741,0.0154
742,-0.6063
743,-0.6756
744,0.0000
745,-0.7408
746,-0.2123
747,-0.2106
748,0.0000
749,-0.2775
750,-0.6828
751,-0.3083
752,-0.0341
753,0.0000
754,-0.3928
755,-0.2960
756,-0.1310
757,-0.5969
758,-0.5595
759,-0.1368
760,0.0000
761,-0.2731
762,-0.2377
763,-0.3439
764,0.0000
765,-0.3103
766,0.0000
767,-0.2794
768,-0.2631
769,0.0000
770,-0.4559
771,0.0000
772,-0.3235
773,-0.5152
774,-0.4969
775,-0.6187
776,-0.1201
777,0.0000
778,-0.3176
779,0.0436
780,-0.4639
781,-0.6189
782,-0.3834
783,0.0000
784,-0.1758
785,0.0000
786,-0.6100
787,-0.0336
788,0.0000
789,-0.7134
790,-0.4476
791,0.0000
792,-0.5640
793,-0.6153
794,-0.4425
795,-0.6465
796,0.0000
797,-0.4241
798,-0.4150
799,0.0000
800,-0.6550
801,-0.6491
802,-0.6259
803,-0.1872
804,-0.5814
805,-0.5166
806,0.0603
807,0.0000
808,-0.0793
809,-0.5337
810,-0.5640
811,-0.6018
812,-0.2961
813,0.0000
814,-0.4914
815,0.0000
816,-0.6306
817,-0.4032
818,-0.2934
819,-0.5899
820,-0.4173
821,-0.4897
822,-0.0544
823,-0.5417
824,-0.6645
825,-0.3556
826,-0.0280
827,0.0000
828,-0.5618
829,0.0000
830,-0.4499
831,0.0000
832,-0.7369
833,-0.5751
834,-0.7669
835,-0.6177
836,0.0000
837,-0.1112
838,-0.1437
839,-0.5065
840,0.0000
841,-0.2979
842,0.0000
843,-0.1550
844,-0.6326
845,-0.4254
846,-0.4320
847,0.0000
848,-0.0133
849,-0.4293
850,0.0000
851,-0.3749
852,0.0000
853,-0.5405
854,0.0000
855,-0.4484
856,-0.5148
857,0.0000
858,-0.5276
859,-0.7172
860,0.0000
861,-0.3239
862,0.0000
863,-0.4853
864,0.0000
865,-0.6637
866,0.0000
867,-0.0291
868,0.0000
869,-0.6272
870,-0.8028
871,-0.4378
872,0.0139
873,0.0000
874,-0.3749
875,-0.4147
876,-0.8756
877,0.0000
878,-0.6774
879,-0.1625
880,0.0000
881,-0.1641
882,0.0000
883,-0.5807
884,0.0000
885,-0.1285
886,0.0000
887,-0.2002
888,0.0000
889,-0.5722
890,-0.4201
891,-0.1653
892,-0.4504
893,-0.5172
894,-0.1633
895,0.0000
896,-0.6989
897,-0.5479
898,0.0000
899,-0.0690
900,0.0000
901,-0.6582
902,-0.6370
903,-0.4325
904,-0.6582
905,-0.2578
906,0.0000
907,-0.3852
908,-0.1870
909,-0.4990
910,0.0000
911,-0.6650
912,-0.0206
913,0.0000
914,-0.4823
915,-0.4082
916,0.0000
917,-0.1556
918,-0.3034
919,0.0000
920,-0.1971
921,0.0000
922,-0.4465
923,-0.7181
924,-0.5971
925,-0.2701
926,0.0000
927,-0.1786
928,0.0000
929,-0.1934
930,-0.3222
931,-0.1573
932,0.0000
933,-0.4436
934,0.0000
935,-0.6239
936,0.0000
937,-0.0293
938,-0.4333
939,-0.4397
940,0.0000
941,0.0059
942,-0.6278
943,0.0000
944,-0.6570
945,-0.6417
946,0.0000
947,-0.2984
948,0.0000
949,-0.6855
950,-0.6498
951,0.0000
952,-0.2714
953,0.0000
954,-0.3769
955,0.0000
956,-0.6173
957,-0.5202
958,-0.5226
959,-0.0547
960,-0.6792
961,-0.6182
962,0.0000
963,-0.4920
964,-0.4861
965,0.0000
966,-0.5070
967,0.0000
968,-0.5542
969,0.0000
970,-0.3320
971,0.0000
972,-0.1490
973,-0.2284
974,-0.3922
975,-0.3410
976,-0.6546
977,-0.3188
978,-0.4047
979,-0.0982
980,0.0000
981,-0.7850
982,-0.3765
983,0.0000
984,-0.1569
985,-0.3695
986,-0.5613
987,-0.5114
988,0.0000
989,-0.4173
990,-0.3966
991,-0.1129
992,0.0000
993,-0.5471
994,-0.6008
995,-0.3882
996,-0.6581
997,-0.7641
998,-0.3662
999,-0.5081
1000,-0.3058
1001,0.0000
1002,-0.3959
1003,0.0000
1004,-0.5607
1005,-0.3139
1006,-0.4573
1007,0.0000
1008,-0.4065
1009,0.0000
1010,-0.0031
1011,-0.5584
1012,-0.5799
1013,0.0000
1014,-0.6102
1015,0.0000
1016,0.0819
1017,0.0000
1018,-0.5046
1019,-0.3867
1020,0.0000
1021,-0.2475
1022,0.0137
1023,0.0000
1024,-0.6867
1025,-0.5042
1026,-0.0651
1027,-0.4867
1028,-0.2021
1029,0.0000
1030,-0.5578
1031,-0.1005
1032,0.0000
1033,-0.4555
1034,0.0000
1035,0.1349
1036,0.0000
1037,-0.3934
1038,-0.3917
1039,-0.0425
1040,0.0000
1041,-0.5955
1042,-0.5229
1043,0.0000
1044,-0.4047
1045,-0.4414
1046,-0.3044
1047,0.0000
1048,-0.7526
1049,-0.6970
1050,-0.2460
1051,-0.4726
1052,-0.2017
1053,-0.1441
1054,-0.2155
1055,-0.0355
1056,-0.2497
1057,-0.6408
1058,-0.1058
1059,0.0000
1060,-0.6643
1061,-0.1456
1062,-0.8676
1063,0.0000
1064,-0.5384
1065,0.0000
1066,-0.2847
1067,0.0000
1068,-0.5230
1069,-0.2495
1070,-0.4850
1071,0.0000
1072,-0.2060
1073,-0.3264
1074,0.0000
1075,-0.7502
1076,-0.2245
1077,-0.3491
1078,0.0000
1079,-0.1997
1080,-0.5008
1081,0.0000
1082,-0.5156
1083,0.0899
1084,-0.4359
1085,0.0000
1086,-0.6114
1087,0.0000
1088,-0.1674
1089,-0.0853
1090,-0.1431
1091,-0.3824
1092,-0.0302
1093,-0.3421
1094,-0.5266
1095,-0.3293
1096,0.0000
1097,-0.5661
1098,-0.1931
1099,0.0000
1100,-0.4683
1101,-0.1141
1102,0.0000
1103,-0.1545
1104,-0.5119
1105,-0.6189
1106,-0.3058
1107,-0.8185
1108,-0.5073
1109,0.0000
1110,-0.2369
1111,-0.5494
1112,-0.5430
1113,0.0000
1114,-0.6459
1115,-0.4297
1116,0.0000
1117,-0.0281
1118,0.0000
1119,-0.4414
1120,-0.6072
1121,-0.2398
1122,0.0000
1123,-0.3837
1124,-0.8087
1125,0.0000
1126,-0.7352
1127,-0.0107
1128,0.0000
1129,-0.0505
1130,-0.1320
1131,-0.7017
1132,0.0000
1133,0.0643
1134,-0.6535
1135,-0.4454
1136,-0.5263
1137,-0.2717
1138,0.0000
1139,-0.1906
1140,-0.6649
1141,0.0000
1142,-0.1085
1143,0.0000
1144,0.0208
1145,0.0000
1146,-0.2733
1147,-0.0648
1148,-0.4884
1149,-0.6081
1150,0.0000
1151,-0.4534
1152,0.0000
1153,-0.7609
1154,0.0000
1155,-0.0428
1156,-0.4471
1157,-0.4026
1158,-0.2918
1159,0.0000
1160,-0.5649
1161,-0.4999
1162,0.0000
1163,-0.4193
1164,-0.0631
1165,-0.5688
1166,-0.2185
1167,-0.3517
1168,0.0000
1169,-0.1470
1170,-0.2763
1171,-0.6410
1172,-0.5772
1173,-0.3664
1174,-0.5326
1175,0.0000
1176,-0.4507
1177,0.0000
1178,-0.3246
1179,0.0000
1180,-0.1188
1181,-0.6967
1182,0.0000
1183,-0.5444
1184,0.0000
1185,-0.3487
1186,0.0000
1187,-0.2608
1188,0.0000
1189,-0.4399
1190,-0.4398
1191,0.0000
1192,-0.1736
1193,0.0000
1194,-0.5544
1195,-0.6655
1196,0.0000
1197,0.0651
1198,0.0000
1199,0.0044
1200,0.0000
1201,-0.3537
1202,0.0000
1203,-0.4472
1204,0.0000
1205,-0.2539
1206,-0.4210
1207,0.0000
1208,-0.7105
1209,-0.5420
1210,-0.1562
1211,0.0000
1212,-0.3465
1213,0.0000
1214,-0.4841
1215,-0.6509
1216,0.0000
1217,-0.1652
1218,-0.2192
1219,0.0000
1220,-0.6551
1221,0.0000
1222,-0.0445
1223,0.0000
1224,-0.4548
1225,0.0000
1226,-0.1935
1227,-0.5418
1228,-0.2512
1229,0.0000
1230,-0.0005
1231,-0.6307
1232,0.0000
1233,-0.4173
1234,-0.4758
1235,0.0000
1236,-0.0669
1237,0.0000
1238,-0.6642
1239,0.0000
1240,-0.2942
1241,-0.1895
1242,-0.7385
1243,-0.2771
1244,-0.4713
1245,-0.1832
1246,-0.1385
1247,0.0000
1248,-0.3850
1249,0.0000
1250,-0.4110
1251,0.0000
1252,-0.1229
1253,-0.4202
1254,-0.2624
1255,0.0000
1256,-0.7074
1257,0.0000
1258,-0.6420
1259,0.0606
1260,-0.0707
1261,0.0000
1262,-0.1542
1263,0.0000
1264,-0.8328
1265,-0.3101
1266,-0.1184
1267,0.0000
1268,0.0241
1269,-0.7017
1270,0.0000
1271,-0.4310
1272,0.0000
1273,-0.8748
1274,0.0000
1275,-0.5206
1276,0.0000
1277,-0.1230
1278,0.0000
1279,-0.0720
1280,-0.5974
1281,0.0000
1282,-0.7554
1283,0.0000
1284,-0.3937
1285,0.0000
1286,-0.8952
1287,0.0000
1288,-0.2053
1289,0.0000
1290,-0.0052
1291,-0.5534
1292,0.0000
1293,-0.0154
1294,-0.0593
1295,-0.7194
1296,0.0000
1297,-0.7000
1298,-0.6157
1299,-0.6906
1300,-0.1319
1301,-0.4640
1302,-0.5627
1303,0.0000
1304,-0.1766
1305,-0.1750
1306,-0.4107
1307,0.0000
1308,-0.3751
1309,-0.7275
1310,-0.2884
1311,-0.6659
1312,0.0000
1313,-0.6973
1314,-0.1123
1315,-0.6964
1316,-0.2912
1317,-0.2896
1318,0.0000
1319,-0.4163
1320,0.0000
1321,-0.1366
1322,-0.4799
1323,0.0000
1324,-0.4859
1325,-0.3141
1326,0.0000
1327,-0.5509
1328,-0.7181
1329,-0.3126
1330,-0.6759
1331,0.0000
1332,-0.4536
1333,-0.7596
1334,-0.3802
1335,-0.2799
1336,-0.3067
1337,-0.2063
1338,0.0000
1339,-0.2533
1340,0.0000
1341,-0.0710
1342,-0.2492
1343,-0.2438
1344,-0.1631
1345,-0.6224
1346,-0.5668
1347,0.0000
1348,-0.7487
1349,-0.0362
1350,-0.2595
1351,-0.6772
1352,-0.4815
1353,-0.5968
1354,-0.2689
1355,-0.3831
1356,-0.1912
1357,-0.1796
1358,-0.1669
1359,-0.5526
1360,0.0000
1361,-0.1107
1362,-0.1293
1363,-0.2968
1364,-0.4076
1365,-0.4005
1366,-0.1310
1367,-0.2570
1368,-0.6913
1369,-0.0704
1370,0.0000
1371,-0.7409
1372,-0.4468
1373,0.0000
1374,-0.5246
1375,0.0000
1376,-0.6127
1377,0.0000
1378,-0.6317
1379,0.0000
1380,-0.5876
1381,0.0000
1382,-0.5875
1383,0.0000
1384,-0.6048
1385,0.0000
1386,-0.6761
1387,-0.5747
1388,-0.0763
1389,0.0000
1390,-0.4208
1391,0.0000
1392,-0.7357
1393,-0.2409
1394,-0.6155
1395,0.0000
1396,-0.4214
1397,0.0000
1398,-0.2138
1399,-0.1839
1400,-0.3454
1401,-0.7202
1402,-0.4896
1403,0.0104
1404,-0.5238
1405,-0.6836
1406,0.0000
1407,-0.2175
1408,-0.7118
1409,0.0000
1410,-0.2000
1411,-0.3668
1412,0.0000
1413,-0.5530
1414,-0.2526
1415,0.0000
1416,-0.3421
1417,-0.7075
1418,-0.4839
1419,-0.5192
1420,-0.4686
1421,0.0000
1422,-0.5233
1423,-0.6609
1424,-0.5678
1425,-0.3539
1426,0.0000
1427,-0.0001
1428,-0.7447
1429,-0.3483
1430,-0.8202
1431,0.0000
1432,-0.5689
1433,0.0000
1434,-0.5073
1435,-0.2651
1436,-0.5275
1437,-0.2081
1438,-0.4123
1439,-0.4048
1440,-0.2944
1441,0.0000
1442,-0.5282
1443,-0.3949
1444,-0.5532
1445,0.0000
1446,-0.5314
1447,-0.2714
1448,0.0000
1449,-0.3331
1450,-0.3326
1451,-0.1008
1452,-0.6912
1453,0.0000
1454,-0.0049
1455,0.1017
1456,0.0000
1457,-0.2921
1458,0.0000
1459,-0.5282
1460,-0.5706
1461,-0.8582
1462,-0.3064
1463,-0.6865
1464,-0.8592
1465,-0.0147
1466,-0.3056
1467,-0.7267
1468,0.0850
1469,-0.5856
1470,-0.2820
1471,-0.1515
1472,-0.3019
1473,0.0000
1474,-0.4749
1475,-0.7217
1476,0.0000
1477,-0.7357
1478,0.0000
1479,-0.1484
1480,-0.6929
1481,-0.0093
1482,0.0000
1483,0.0721
1484,0.0000
1485,-0.2812
1486,-0.3434
1487,-0.0792
1488,0.0530
1489,-0.1498
1490,-0.0284
1491,-0.3854
1492,-0.3407
1493,0.0000
1494,-0.2889
1495,0.0000
1496,-0.0208
1497,0.0000
1498,-0.0123
1499,0.0000
1500,-0.4142
1501,0.0000
1502,-0.1711
1503,-0.2201
1504,0.0000
1505,-0.3514
1506,-0.2711
1507,-0.3322
1508,0.0000
1509,-0.1281
1510,0.0200
1511,-0.1941
1512,-0.0226
1513,-0.6479
1514,0.0000
1515,-0.3967
1516,-0.2425
1517,0.0000
1518,-0.2156
1519,-0.7404
1520,-0.3098
1521,-0.1731
1522,-0.4280
1523,0.2023
1524,-0.7822
1525,0.0000
1526,-0.7664
1527,-0.6620
1528,0.0000
1529,-0.6648
1530,-0.4232
1531,0.0000
1532,-0.9285
1533,0.0000
1534,-0.5544
1535,0.0000
1536,-0.5733
1537,0.0000
1538,-0.7073
1539,-0.1022
1540,0.0000
1541,-0.8437
1542,0.0000
1543,-0.4108
1544,-0.7400
1545,0.0000
1546,-0.4450
1547,-0.8181
1548,-0.7657
1549,-0.2743
1550,-0.4322
1551,0.0000
1552,-0.5795
1553,-0.2019
1554,-0.4889
1555,0.0000
1556,-0.5618
1557,-0.3639
1558,-0.5575
1559,0.0000
1560,-0.5078
1561,-0.5008
1562,-0.6441
1563,0.0480
1564,0.0000
1565,-0.8160
1566,-0.9785
1567,0.0000
1568,-0.7818
1569,-0.1986
1570,-0.1716
1571,-0.2763
1572,0.0000
1573,-0.1835
1574,0.0000
1575,-0.1855
1576,-0.2278
1577,-0.2034
1578,-0.3792
1579,-0.2358
1580,-0.0139
1581,0.0000
1582,-0.0419
1583,0.0000
1584,-0.0243
1585,-0.7217
1586,0.0000
1587,0.1335
1588,0.0000
1589,-0.0081
1590,0.0000
1591,-0.0378
1592,-0.1913
1593,-0.4134
1594,-0.5821
1595,-0.6022
1596,-0.3433
1597,0.0659
1598,-0.6259
1599,-0.3203
1600,-0.6163
1601,0.0000
1602,-0.2504
1603,-0.5700
1604,-0.0188
1605,-0.4859
1606,-0.1360
1607,-0.1982
1608,-0.3428
1609,0.0000
1610,-0.4540
1611,-0.5244
1612,0.0000
1613,-0.3890
1614,0.0089
1615,-0.1730
1616,-0.6318
1617,0.0000
1618,-0.2679
1619,-0.2063
1620,0.0000
1621,-0.7481
1622,-0.3422
1623,-0.2694
1624,-0.6924
1625,-0.7427
1626,0.0000
1627,-0.6469
1628,-0.7879
1629,-0.4865
1630,-0.4799
1631,-0.2419
1632,0.0000
1633,-0.7200
1634,-0.1356
1635,-0.4395
1636,-0.1116
1637,-0.0482
1638,0.0000
1639,-0.0410
1640,0.0000
1641,-0.2838
1642,-0.0192
1643,0.0000
1644,-0.5618
1645,-0.1217
1646,-0.4015
1647,0.0000
1648,-0.1112
1649,-0.4009
1650,0.0157
1651,0.0000
1652,-0.3539
1653,-0.3001
1654,-0.6411
1655,-0.6817
1656,-0.1312
1657,-0.4969
1658,-0.2781
1659,0.0000
1660,-0.8173
1661,0.0000
1662,-0.0857
1663,0.1556
1664,-0.5187
1665,-0.8063
1666,0.0000
1667,-0.3527
1668,-0.1916
1669,0.0000
1670,0.0524
1671,0.0670
1672,-0.6212
1673,0.0000
1674,-0.0246
1675,0.0000
1676,-0.2550
1677,-0.2087
1678,0.0000
1679,-0.3315
1680,-0.7591
1681,-0.5767
1682,0.0000
1683,-0.1364
1684,-0.4154
1685,0.0000
1686,-0.0044
1687,0.0058
1688,-0.3626
1689,-0.5285
1690,0.0000
1691,-0.3362
1692,-0.4725
1693,-0.2335
1694,-0.7408
1695,-0.2248
1696,0.0709
1697,0.0000
1698,-0.4410
1699,0.0000
1700,-0.8270
1701,-0.3223
1702,0.0000
1703,-0.3858
1704,-0.2533
1705,0.0000
1706,-0.6724
1707,0.0000
1708,-0.0531
1709,0.0466
1710,-0.6797
1711,0.0000
1712,-0.7697
1713,-0.5807
1714,-0.4477
1715,-0.1357
1716,-0.7823
1717,-0.7936
1718,-0.6810
1719,0.0000
1720,-0.3749
